large_tile,small_tile,top_left_x,top_left_y,bottom_right_x,bottom_right_y
3723631.0.png,3723631.0_1.png,183,172,215,184
3723670.0.png,3723670.0_1.png,138,127,260,229
3724633.0.png,3724633.0_1.png,145,134,253,222
3724911.0.png,3724911.0_1.png,141,130,257,226
3725692.0.png,3725692.0_1.png,136,125,263,232
3726208.0.png,3726208.0_1.png,142,131,256,225
3726260.0.png,3726260.0_1.png,169,158,229,198
3727082.0.png,3727082.0_1.png,135,124,264,233
3727303.0.png,3727303.0_1.png,135,124,264,233
3732329.0.png,3732329.0_1.png,153,142,245,214
3732943.0.png,3732943.0_1.png,161,150,238,206
3733124.0.png,3733124.0_1.png,141,130,258,227
3733454.0.png,3733454.0_1.png,135,124,264,233
3734280.0.png,3734280.0_1.png,164,153,234,203
3734559.0.png,3734559.0_1.png,141,131,257,226
3735713.0.png,3735713.0_1.png,137,126,262,230
3736066.0.png,3736066.0_1.png,146,135,253,222
3736109.0.png,3736109.0_1.png,160,149,239,208
3737034.0.png,3737034.0_1.png,136,125,263,232
3739226.0.png,3739226.0_1.png,139,128,260,229
3740216.0.png,3740216.0_1.png,145,134,254,223
3741701.0.png,3741701.0_1.png,157,146,242,211
3742321.0.png,3742321.0_1.png,142,131,256,225
3745139.0.png,3745139.0_1.png,132,121,266,235
3745573.0.png,3745573.0_1.png,136,125,263,232
3745953.0.png,3745953.0_1.png,157,146,242,210
3746364.0.png,3746364.0_1.png,138,127,261,230
3747248.0.png,3747248.0_1.png,138,127,261,230
3748461.0.png,3748461.0_1.png,141,130,258,227
3748749.0.png,3748749.0_1.png,154,143,245,214
374918.0.png,374918.0_1.png,133,84,266,273
3751417.0.png,3751417.0_1.png,131,121,267,236
3752228.0.png,3752228.0_1.png,133,123,265,234
3752233.0.png,3752233.0_1.png,150,139,249,218
3752636.0.png,3752636.0_1.png,131,120,268,236
3752862.0.png,3752862.0_1.png,144,133,254,223
3753999.0.png,3753999.0_1.png,145,134,253,222
3758931.0.png,3758931.0_1.png,156,145,243,212
3759394.0.png,3759394.0_1.png,149,139,249,218
3759557.0.png,3759557.0_1.png,139,128,260,229
3762004.0.png,3762004.0_1.png,157,146,242,211
3762008.0.png,3762008.0_1.png,145,134,253,222
3762657.0.png,3762657.0_1.png,141,130,257,226
3762893.0.png,3762893.0_1.png,133,122,265,234
3763551.0.png,3763551.0_1.png,138,127,261,229
3764914.0.png,3764914.0_1.png,150,139,248,217
3764918.0.png,3764918.0_1.png,146,135,253,222
3766379.0.png,3766379.0_1.png,139,128,259,228
3766600.0.png,3766600.0_1.png,168,157,231,200
3767053.0.png,3767053.0_1.png,141,130,258,226
3767054.0.png,3767054.0_1.png,142,131,257,225
3768151.0.png,3768151.0_1.png,149,138,250,219
3768789.0.png,3768789.0_1.png,134,123,264,233
3771555.0.png,3771555.0_1.png,148,138,250,219
3771563.0.png,3771563.0_1.png,169,158,230,198
